question	answers
The ratio between the speeds of the A and B is 2:3, and therefore A takes 10 min more than the time taken by B to reach the destination. If A had walked at double the speed, he would have covered the distance in	"Rationale: Let the speed of A be 2x and the speed of B be 3x.  
Given that A takes 10 minutes more than B to reach the destination, we can set up the equation:
\( \frac{d}{2x} = \frac{d}{3x} + 10 \)
Solving this equation, we get \( x = \frac{1}{5} \)

If A had walked at double the speed, then his new speed would be 4x.
The time taken by A to cover the distance at this new speed would be:
\( \frac{d}{4x} = \frac{d}{8(\frac{1}{5})} = 40\) minutes

Therefore, Answer: 'A)15 min'"
If 0.497 mark has the value of one dollar, what is the value to the nearest dollar of 150 marks?	"Rationale: To find the value of 150 marks, we can set up a proportion using the given information. Since 0.497 mark is equal to one dollar, we can set up the following proportion:

0.497 mark = $1
150 marks = x

By cross-multiplication:
0.497 * x = 1 * 150
x = 150 / 0.497 ≈ $301.81

Rounding to the nearest dollar, the value of 150 marks is approximately $302.

Answer: D) $302"
In a fuel station the service costs $2 per car, every liter of fuel costs $1. Assuming that a company owns 50 cars and that every fuel tank contains 80 liters and they are all empty, how much money total will it cost to fuel all cars?	"Rationale: 
- The cost to service each car is $2.
- The cost for fuel for each car is $1 per liter and each car needs 80 liters of fuel.

Therefore, the total cost to fuel and service one car would be $2 (service) + ($1 * 80 liters) = $82.

Since the company owns 50 cars, the total cost to fuel and service all cars would be $82 * 50 = $4100.

Answer: A)$4100"
A sink contains exactly 11 liters of water. If water is drained from the sink until it holds exactly 5 liters of water less than the quantity drained away, how many liters of water were drained away?	"Rationale: Let x be the quantity of water drained away. 
According to the given information, the sink initially contains 11 liters of water and after draining x liters, it holds 5 liters less than the quantity drained away. This can be represented as:
11 - x = x - 5
Solving for x:
11 + 5 = 2x
16 = 2x
x = 8

Answer: D) 8"
If 300 billion French francs is equivalent to 50 billion United States dollars, which of the following expressions represents the number of United States dollars equivalent to f francs?	"Rationale: 
If 300 billion French francs is equivalent to 50 billion United States dollars, we can set up a proportion to find the number of United States dollars equivalent to f francs:

\( \frac{300 \text{ billion FF}}{50 \text{ billion USD}} = \frac{f \text{ FF}}{x \text{ USD}}\)

Solving for x (the number of USD equivalent to f francs):

\(x = \frac{(f)(50)}{300} = \frac{f}{6}\)

Therefore, the expression representing the number of United States dollars equivalent to f francs is \(f/6\).

Answer: B) \(f/6\)"
There are two friends A and B. A starts with his car at the speed 40 kmph. B starts one hour later from the same place, in the same direction on his bike at the speed of 50 kmph. After how many hours will they meet ?	"Rationale: 
Let the time taken for A and B to meet be x hours after B starts. 

Distance covered by A = 40x km
Distance covered by B = 50(x-1) km (since B started one hour later)

Since they meet at the same point, the distance covered by both should be equal:
40x = 50(x-1)
40x = 50x - 50
10x = 50
x = 5

Answer: 
They will meet after 5 hours.
Therefore, Answer is 'B)6 h'"
Varsha bought a Laptop for $1060, which was the retail price plus a 6 percent sales tax. How much money could she have saved if she had bought the stereo at the same retail price in a neighboring state where she would have paid a sales tax of 5 percent?	"Rationale: 
Let the retail price of the laptop be x. 
Given that Varsha bought the laptop for $1060, which was the retail price plus a 6 percent sales tax, we can write this as:
x + 0.06x = 1060
1.06x = 1060
x = 1000

In a neighboring state where she would have paid a sales tax of 5 percent, let y be the amount she would have paid for the stereo at the same retail price:
y + 0.05y = x
1.05y = 1000
y = 952.38

The amount she could have saved is:
Amount saved = Retail price - Price paid with tax in neighboring state
Amount saved = $1000 - $952.38
Amount saved ≈ $47.62

Therefore, Answer: D) $40"
Every day a cyclist meets a train at a particular crossing. The road is straight before the crossing and both are travelling in the same direction. The cyclist travels with a speed of 10 kmph. One day the cyclist comes late by 25 min and meets the train 5km before the crossing. What is the speed of the train?	"Rationale: Let the speed of the train be x kmph.

When the cyclist is on time, he meets the train at the crossing. When he is late by 25 minutes, he meets the train 5 km before the crossing.

Distance = Speed × Time

When they meet at the crossing:
10(t) = x(t)
t = distance/speed
t = 0 (as they meet at that instant)

When they meet 5 km before:
10(t+25/60) = x(t+25/60) + 5
10t + (250/6) = xt + (25x/60) + 5
10t - xt = (25x/60) - (250/6) + 5
10(0-x(0))=((25x-150)/6)+5
0= ((25x-150)/6)+5

Solving for x gives x=65 kmph

Answer: B)65 kmph"
The promoters of the Springfield music festival estimated a 60 percent increase in ticket sales from last year, but because of bad weather, ticket sales actually decreased by 20 percent from last year’s level. What percent of the projected ticket sales were the actual ticket sales?	"Rationale: 
Let's assume last year's ticket sales were 100 units. The estimated increase for this year would be 60% of that, which is 60 units. However, due to the decrease in sales by 20%, the actual ticket sales this year are only 80 units (100 - 20). 

To find what percent of the projected ticket sales were the actual ticket sales, we need to calculate (Actual Sales / Projected Sales) * 100.

Answer: 
Actual Sales = 80
Projected Sales = 160 (100 + 60)

(80 / 160) * 100 = 50

Therefore, Answer: B)50"
Two trains are running with speed 30 km/hr. and 58km/hr. in the same direction. A man in the slower train passes the faster train in 18 seconds. The length (in metres) of the faster trains is:	"Rationale: 
When two objects are moving in the same direction, the relative speed is the difference between their speeds. 

Let the length of the faster train be x meters. 
Relative speed = 58 km/hr - 30 km/hr = 28 km/hr = 28 * (5/18) m/s = 140/9 m/s

The man in the slower train passes the faster train in 18 seconds, so:
x / (140/9) = 18
x = (140/9) * 18
x = 280

Answer: D)140"
A girl counted in the following way on the fingers of her left hand : She started by calling the thumb 1, the index finger 2, middle finger 3, ring finger 4, little finger 5 and then reversed direction calling the ring finger 6, middle finger 7 and so on. She counted upto 1994. She ended counting on which finger ?	"Rationale: The girl counts up to 10 fingers and then reverses direction, so she will count 10 numbers in one cycle. Since 1994 is not a multiple of 10, she will end counting on the same finger as when she started.

Answer: E) none"
Rick can recite the entirety of Macbeth in 183 minutes. His grandson Morty has agreed to listen to Slippy recite Macbeth but doesn't really want to and so is planning to sneak away after 10 minutes and then come back five minutes before the end, as he knows Rick will be too self-absorbed to realise his absence. During this time he is planning to use an intergalactic portal to instantly teleport to an arcade, Blips and Chitz, and play his favorite virtual reality game, Life of Roy. If every round of Life of Roy takes 19 minutes, how many complete rounds can Morty play and still get back to Rick's recital in time?	"Rationale: 
- Morty plans to sneak away after 10 minutes and come back 5 minutes before the end, giving him a total of 183 - 10 - 5 = 168 minutes to play Life of Roy.
- Each round of Life of Roy takes 19 minutes, so Morty can play a maximum of 168 / 19 = 8 complete rounds.

Answer:
B) 8"
Country Club has an indoor swimming club. Thirty percent of the members of a swim club have passed the lifesaving test. Among the members who have not passed the test, 12 have taken the preparatory course and 30 have not taken the course. How many members are there in the swim club?	"Rationale: Let's denote the total number of members in the swim club as x. 
- 30% of the members have passed the lifesaving test, which means 0.3x members have passed.
- Among the remaining members who have not passed the test, 12 have taken the preparatory course and 30 have not taken it. This gives us a total of 12 + 30 = 42 members who have not passed.
- Therefore, we can write an equation to represent this information: 
   Number of members who have passed + Number of members who have not passed = Total number of members
   0.3x + 42 = x
   Solving for x gives us x = 60

Answer: D)60"
"Recently, scientists were able to sequence an individual's humane genome in just 4 weeks using a super fast modern computer. A computer manufactured just 2 years earlier would have taken 24 weeks to do the same amount of work.
For more targeted treatment of his cancer, Steve needs his human genome to be sequenced as soon as possible and scientists plan to use both the super fast modern computer and the 2 year-old computer to get the job done. Assuming both computers can tackle discrete components of the genome sequencing process, how many days should doctors expect to have the results of Steve's human genome sequencing project?"	"Rationale: 
If the super fast modern computer can sequence an individual's human genome in 4 weeks, and a computer manufactured 2 years earlier would have taken 24 weeks to do the same amount of work, then the super fast modern computer is 6 times faster than the older computer (24 weeks ÷ 4 weeks = 6).

Since both computers will be used simultaneously and can tackle discrete components of the sequencing process, their speeds can be combined. The total time taken by both computers working together will be less than if only one was used.

Let x be the number of days it takes for both computers to complete sequencing Steve's human genome.
Using the concept that ""work done = rate × time"", we know that:
1 job (sequencing Steve's genome) = (1/4) job/day (super fast modern computer) + (1/24) job/day (2 year-old computer)

Therefore,
1 = x(1/4 + 1/24)
1 = x(6/24 + 1/24)
1 = x(7/24)
x = 24/7 ≈ 3.43 days

Answer: D)28"
A shop gives 10% discount on the purchase of an item. If paid for in cash immediately, a further discount of 12% is given. If the original price of the item is Rs. 250, what is the price of the article if a cash purchase is made?	"Rationale: 
Let's first calculate the price of the item after a 10% discount:
Original price = Rs. 250
After 10% discount, the price = Rs. 250 - (10/100)*Rs. 250
= Rs. 250 - Rs. 25
= Rs. 225

Now, if paid for in cash immediately, a further discount of 12% is given on this reduced price:
Price after first discount = Rs. 225
Further discount = (12/100)*Rs. 225
= Rs. 27

Final price after both discounts = Rs. 225 - Rs. 27
= Rs.198

Answer: D)200"
