question	answers
A fair coin is tossed 6 times. If heads appears on the first 2 tosses, then what is the total number of heads we would expect after all 6 tosses.	"To solve this problem, we need to understand that each coin toss is an independent event and the probability of getting a head on each toss is 0.5 for a fair coin.

Given that the first 2 tosses are heads, we already have 2 heads. Now, for the remaining 4 tosses:
- The probability of getting a head on each of these tosses is still 0.5.
- Therefore, the expected number of additional heads from these 4 tosses would be: 
   Expected additional heads = Probability(head) * Number of remaining tosses
                             = 0.5 * 4
                             = 2

Adding the initial 2 heads to the expected additional heads gives us:
Total expected number of heads after all 6 tosses = Initial heads + Expected additional heads
                                                  = 2 + 2
                                                  = 4

Therefore, we would expect a total of **4** heads after all 6 tosses.

Answer: C)4"
A rectangle has twice the area of a square. The length of the rectangle is 14 cm greater than that side of the square whereas breadth is equal to side of the square. Find the perimeter of the square?	"Given:
Area of rectangle = 2 * Area of square
Let the side of the square be x cm.
So, area of square = x^2 sq. cm
Length of rectangle = x + 14 cm
Breadth of rectangle = x cm

Area of rectangle = Length * Breadth
2(x^2) = (x + 14) * x
2x^2 = x^2 + 14x
x^2 - 14x = 0
x(x - 14) = 0

Therefore, either x=0 or (x-14)=0, but since length and breadth cannot be zero,
we have: 
x - 14 = 0 
=> x = 14

Perimeter of a square is given by P=4s where s is the side length.
So, perimeter of the square with side length x=14 cm is:
P=4*14=56 cm

Therefore, the correct answer is:
Answer: C)56"
In a shipment of 120 machine parts, 5 percent were defective. In a shipment of 80 machine parts, 10 percent were defective. For the two shipments combined, what percent of the machine parts were defective?	"Given examples show a clear step-by-step approach to solving math word problems. Let's apply the same methodology to solve the test question:

Question: In a shipment of 120 machine parts, 5 percent were defective. In a shipment of 80 machine parts, 10 percent were defective. For the two shipments combined, what percent of the machine parts were defective?

Let's calculate the number of defective parts in each shipment:
1. In the first shipment of 120 machine parts:
Defective parts = 5% of 120
Defective parts = (5/100) * 120
Defective parts = 6

2. In the second shipment of 80 machine parts:
Defective parts = 10% of 80
Defective parts = (10/100) * 80
Defective parts = 8

Now, let's find out how many total defective machine parts there are in both shipments:
Total defective parts = Defective parts in first shipment + Defective part in second shipment
Total defective parts = 6 +8 
Total defective Parts=14

Next, let's calculate the total number of machine part sin both shipments:
Total Machine Parts= Number Of Parts in First Shipment+Number Of Parts in Second Sh"
John buys koolaid for 12$ at a local store. If he bought it at the wholesale store he would get an extra liter of koolaid for the same cost. Also, the koolaid is 1$ cheaper per liter at the wholesale store. What is the price per liter of the koolaid at the local store?	"Let's denote the price per liter of Koolaid at the local store as x dollars.

At the local store:
- John buys koolaid for $12, so he gets 12/x liters of Koolaid.

At the wholesale store:
- The cost is $12.
- The price per liter is $1 cheaper than at the local store, so it is (x - 1) dollars per liter.
- John would get an extra liter for the same cost, so he would get 13/(x - 1) liters of Koolaid.

Since both scenarios involve buying the same amount of Koolaid:
12/x = 13/(x - 1)

Solving this equation will give us the price per liter of Koolaid at the local store:

12(x - 1) = 13x
12x - 12 = 13x
-x = 12
x = -12

However, since x represents a price and cannot be negative, there seems to be an issue in setting up or solving this equation. Let's reevaluate our approach. 

Given that John buys koolaid for $12 at a local store and would get an extra liter for the same cost at a wholesale store where it is"
Box W and Box V each contain several blue sticks and red sticks, and all of the red sticks have the same length. The length of each red stick is 19 inches less that the average length of the sticks in Box W and 6 inches greater than the average length of the sticks in Box V. What is the average (arithmetic mean) length, in inches, of the sticks in Box W minus the average length, in inches, of the sticks in Box V?	"To find the average length of the sticks in Box W minus the average length of the sticks in Box V, we need to set up equations based on the given information.

Let:
- \( x \) be the average length of all sticks in Box W,
- \( y \) be the average length of all sticks in Box V,
- \( r \) be the length of each red stick.

From the information given:
1. The length of each red stick is 19 inches less than the average length of all sticks in Box W: 
\( r = x - 19 \)

2. The length of each red stick is 6 inches greater than the average length of all sticks in Box V: 
\( r = y + 6 \)

We can now solve these two equations simultaneously to find \( x \) and \( y \).

Substitute equation (1) into equation (2):
\( x - 19 = y + 6 \)
\( x = y + 25 \)

Now, we know that when they are equal, it means that their averages are equal too.
So, we have:
\[ x = y + 25\]

The difference between these averages will then be:
\[x - y = (y+25"
"A circular gear with a diameter of 25 cm is mounted directly over another circular gear with a diameter of 100 cm. Both gears run on the same axle at their exact centers and each gear has a single notch at the 12 o'clock position. At the same moment, the gears start to rotate at the same rate in cm/s, with the larger gear moving clockwise and the smaller gear moving anticlockwise.
How far in centimeters will the notch on the larger gear have moved the second time the notches pass each other?"	"To find out how far the notch on the larger gear will have moved when they pass each other for the second time, we need to calculate the distance traveled by each gear in one complete rotation.

1. **Calculate Circumference of Each Gear:**
   - Circumference of a circle = π * diameter
   - For the larger gear with a diameter of 100 cm:
     Circumference = π * 100 cm = 100π cm
   - For the smaller gear with a diameter of 25 cm:
     Circumference = π * 25 cm = 25π cm

2. **Relative Speeds and Directions:**
   Since one gear is moving clockwise and the other anticlockwise, their relative speed is twice their individual speeds.
   
3. **Time Taken to Meet Again:**
   The notches will meet again after completing one full rotation each, which means both gears need to cover their respective circumferences once more.

4. **Distance Moved by Larger Gear:**
   Distance moved by larger gear in one complete rotation = Circumference of larger gear
                                                      = 100π cm

5. **Answer Option Calculation:**
    The distance moved by the notch on the larger gear when they pass each other for"
A college has 10 basketball players. A 5-member team and a captain will be selected out of these 10 players. How many different selections can be made?	"To solve this problem, we can use the concept of combinations. 

1. First, we need to select a 5-member team from 10 players. This can be done in ""10 choose 5"" ways, which is denoted as \( \binom{10}{5} \) and calculated as:
   \( \binom{10}{5} = \frac{10!}{5!(10-5)!} = \frac{10*9*8*7*6}{5*4*3*2*1} = 252 \) ways.

2. After selecting the 5-member team, we need to choose a captain from these 5 members. There are 5 choices for the captain.

3. Therefore, the total number of different selections that can be made is \(252 * 5 = 1260\).

Therefore, the answer is:
Answer: D)1260"
A canteen requires 62 kgs of wheat for 6 days. How many kgs of wheat will it require for 60 days?	"Given:
- The canteen requires 62 kgs of wheat for 6 days.

To find:
- How many kgs of wheat will it require for 60 days?

Let's first calculate the amount of wheat required for one day:
Wheat required for one day = 62 kgs / 6 days
Wheat required for one day = 10.33 kgs/day

Now, to find the total wheat required for 60 days:
Total wheat required = Wheat per day * Number of days
Total wheat required = 10.33 kgs/day * 60 days
Total wheat required = 619.8 kgs

Rationale: 
The canteen requires approximately 10.33 kgs of wheat per day. Therefore, for a period of 60 days, it would need a total of around 619.8 kgs.
Answer: E) None"
Under a buy one get one free offer, with the selling price of a t-shirt of 4200. The shopkeeper says he got 33.33% profit. What is cost price ?	"To find the cost price of the t-shirt, we need to first calculate the profit percentage and then use it to find the cost price.

Given:
Selling price = $4200
Profit percentage = 33.33%

Let's calculate the profit amount first:
Profit% = (Profit / Cost Price) * 100
33.33% = (Profit / Cost Price) * 100
Profit = (33.33/100) * Cost Price

Since it is a buy one get one free offer, the selling price for two t-shirts would be $4200.
So, Selling price for one t-shirt = $4200 / 2 = $2100

Now, let's find the profit amount:
Profit = Selling Price - Cost Price
(33.33/100) * Cost Price = $2100 - Cost Price

Solving for Cost Price:
(1/3) * Cost Price + Cost Price = $2100
4/3 * Cost Price = $2100
Cost Price = $2100 * 3 / 4
Cost Price = $1575

Therefore, the cost price of the t-shirt is A)$1575.04.

Answer: A)$1575.04"
1 year ago, Promila was 4 times as old as her daughter Jenilia. In 6 years, Promila's age will exceed her daughter’s age by 9 years. The ratio of the present ages of Promila and her daughter is :	"To solve this question, let's denote Promila's current age as P and her daughter Jenilia's current age as J.

From the given information:
1) 1 year ago, Promila was 4 times as old as her daughter Jenilia:
P - 1 = 4(J - 1)

2) In 6 years, Promila's age will exceed her daughter’s age by 9 years:
(P + 6) - (J + 6) = 9

Now we can solve these two equations simultaneously to find the present ages of Promila and Jenilia.

Expanding equation (1):
P - 1 = 4J - 4
P = 4J -3

Substitute P from equation (2):
(4J -3 +6) - (J +6) =9
Simplify: 
4J +3 - J-6=9
Combine like terms:
3J-3=9
Add three to both sides:
3J=12
Divide by three on both sides:
J=4

Now substitute J back into P = 4J-3 to find P:
P=4*4-3
P=13

Therefore, the present ages of"
Manoj left home for the bus stop 15 minutes earlier than the usual time. It takes 10 minutes to reach the stop. He reached the stop at 8.40 AM. What time does he usually leave home for the bus stop?	"To find out what time Manoj usually leaves home for the bus stop, we need to work backwards from the time he reached the stop.

Given:
- Manoj left home 15 minutes earlier than usual.
- It takes 10 minutes to reach the bus stop.
- He reached the stop at 8:40 AM.

Let's denote the usual time he leaves home as X.

From this information, we can set up an equation:
X - 15 minutes (early departure) + 10 minutes (travel time) = 8:40 AM

Now, let's solve for X:

X - 5 = 8:40 AM
X = 8:45 AM

Therefore, Manoj usually leaves home for the bus stop at 8:45 AM.

Answer: C)8:45 PM"
